id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement
7504110050,669950.0,4,2.5,2670,11877,2.0,0,0,3,9,2670,0
624100950,850000.0,3,2.25,3000,18450,1.0,0,0,3,10,3000,0
9416400020,572000.0,3,2.75,2200,3885,2.0,0,0,3,8,2200,0
3578400950,492450.0,3,1.75,1540,13002,1.0,0,0,2,8,1200,340
4100000050,813000.0,3,1.75,2080,11866,1.0,0,0,3,8,2080,0
3475000080,710000.0,3,2.0,1780,9732,1.0,0,0,3,8,1780,0
7871500345,792500.0,3,1.5,1960,2400,2.0,0,0,3,8,1330,630
8857600680,285900.0,5,1.5,1690,7725,1.5,0,0,4,7,1690,0
2817100430,389000.0,3,2.0,2080,12972,1.0,0,0,4,7,1250,830
7649400170,675000.0,3,2.25,2070,2833,2.0,0,2,3,8,1490,580
4048400185,352000.0,2,0.75,760,33801,1.0,0,0,4,4,760,0
3303960250,1050000.0,4,3.25,4020,11588,2.0,0,0,3,11,4020,0
2785000480,768500.0,4,1.75,3620,10400,1.0,0,0,4,8,1820,1800
2926049400,500000.0,4,2.0,2330,7778,1.0,0,0,3,7,1230,1100
5452302195,685000.0,3,2.5,1460,8800,1.0,0,0,4,7,1460,0
3528900980,648475.0,4,2.75,2250,5700,1.0,0,0,3,8,1200,1050
3886901795,655000.0,6,5.0,2850,6600,2.0,0,0,3,7,2850,0
1868900675,895000.0,4,2.75,2640,4000,2.0,0,0,5,8,1730,910
4031000290,195000.0,3,1.0,1310,9554,1.0,0,0,3,7,960,350
9264960480,368000.0,4,2.5,2720,7350,2.0,0,0,3,9,2720,0
3303980680,997000.0,4,3.5,3430,13609,2.0,0,0,3,11,3430,0
1775930010,335000.0,3,2.75,1990,19991,1.0,0,0,3,7,1340,650
3329520170,250000.0,3,2.0,1170,7258,1.0,0,0,3,7,1170,0
9321010130,278500.0,3,1.75,1390,8980,1.0,0,0,4,8,1390,0
7696600020,260000.0,4,1.5,1540,7300,2.0,0,0,3,7,1540,0
2690600005,162500.0,2,1.0,760,6141,1.0,0,0,2,6,760,0
923049323,239000.0,4,1.0,1280,8316,1.0,0,0,3,6,1280,0
6705870080,600000.0,4,2.5,2990,5122,2.0,0,0,3,8,2990,0
3797710010,350000.0,4,2.25,1770,7778,2.0,0,0,3,7,1770,0
98030630,852500.0,5,3.75,3830,8131,2.0,0,0,3,10,3830,0
8106300840,485000.0,3,2.5,2870,5490,2.0,0,0,3,9,2870,0
1074100020,299000.0,3,1.0,1520,8320,1.0,0,0,3,6,1520,0
418000010,227450.0,2,1.0,660,6509,1.0,0,0,4,5,660,0
1782000130,383000.0,3,1.0,1800,5612,1.0,0,0,4,7,1200,600
2124079093,835000.0,2,3.25,3570,392475,1.0,0,0,3,9,2370,1200
9828702890,760000.0,5,1.5,3050,2992,1.5,0,0,4,8,1920,1130
3797001815,532500.0,2,1.0,820,3000,1.0,0,0,4,7,820,0
6979900080,635000.0,3,2.5,3610,26359,1.0,0,0,3,8,1950,1660
7319900345,438500.0,3,2.0,1490,3072,1.0,0,0,5,7,770,720
4346300010,545500.0,3,2.5,1560,9361,1.5,0,0,4,7,1360,200
2432000130,675000.0,3,1.75,1660,9549,1.0,0,0,3,7,1660,0
9165100130,450000.0,3,1.75,1180,4080,1.0,0,0,4,6,760,420
844000425,199999.0,3,1.0,960,10815,1.0,0,0,5,5,960,0
6076500364,375000.0,3,1.5,1630,16170,1.0,0,0,3,7,1630,0
9238430430,600000.0,4,2.25,2260,43847,2.0,0,0,3,8,2260,0
2854800095,292600.0,3,1.5,1520,7123,1.0,0,0,4,7,1520,0
31200020,1038000.0,5,2.75,3050,8904,1.0,0,0,4,8,1650,1400
5364200381,610000.0,3,1.0,1000,4959,1.0,0,0,3,8,1000,0
1515910290,397450.0,4,2.5,2650,9451,2.0,0,0,4,8,2650,0
3459000020,382000.0,3,2.25,1750,15528,1.0,0,0,3,8,1270,480
3303000130,370000.0,3,2.25,1770,7667,1.0,0,0,3,8,1270,500
3303000130,520000.0,3,2.25,1770,7667,1.0,0,0,3,8,1270,500
3235100080,260000.0,2,1.0,770,7906,1.0,0,0,4,6,770,0
7284900460,890000.0,4,2.5,3370,7200,2.0,0,0,3,8,3370,0
6332940020,344000.0,5,2.0,2130,8412,1.0,0,0,3,7,1440,690
8802400415,205000.0,3,1.0,1050,8498,1.0,0,0,3,7,1050,0
4131500190,379000.0,5,2.5,2803,8550,1.0,0,0,3,8,2803,0
7524400250,424240.0,3,2.0,2080,12094,2.0,0,0,4,8,2080,0
7524400250,589950.0,3,2.0,2080,12094,2.0,0,0,4,8,2080,0
4441300440,582000.0,4,1.75,2120,4650,1.0,0,1,3,7,1190,930
1898200080,349000.0,3,2.5,2550,7709,2.0,0,0,3,9,2550,0
1245003375,658000.0,3,1.0,1290,12005,1.0,0,0,4,7,1290,0
3574300250,294000.0,5,2.75,1790,5000,1.5,0,0,4,7,1060,730
5071400104,690000.0,5,3.5,2720,7598,2.0,0,0,3,8,1860,860
9287801150,600000.0,3,1.0,1040,5000,1.5,0,2,3,7,1040,0
8651431100,199990.0,3,1.0,840,5200,1.0,0,0,3,6,840,0
236500010,220000.0,3,1.75,1650,8850,1.0,0,0,3,7,1650,0
1441800250,440000.0,4,2.25,2080,15750,1.0,0,0,3,8,1460,620
8929000050,439990.0,4,2.5,1540,1994,2.0,0,0,3,8,1540,0
98030660,815000.0,4,2.5,3880,7208,2.0,0,0,3,10,3880,0
3905100380,535000.0,4,2.25,1860,3766,2.0,0,0,3,8,1860,0
1140000050,215000.0,3,1.75,1280,10016,1.0,0,0,4,7,1280,0
5561000010,605000.0,3,2.5,3200,35012,1.5,0,0,3,8,2100,1100
8856920250,349900.0,3,2.5,2200,7278,2.0,0,0,3,8,2200,0
5100402668,495000.0,3,1.0,1570,5510,1.0,0,0,4,7,1070,500
2426049180,515100.0,3,2.5,2074,4900,2.0,0,0,3,8,2074,0
205000010,620000.0,4,2.5,2450,55387,2.0,0,0,3,9,2450,0
7504060020,657500.0,4,2.25,2520,10370,2.0,0,0,3,9,2520,0
4204400098,250000.0,5,1.75,2190,8250,1.0,0,2,3,7,1190,1000
4204400098,385000.0,5,1.75,2190,8250,1.0,0,2,3,7,1190,1000
2131200766,307000.0,3,1.5,2320,7500,1.0,0,0,3,7,2320,0
7760400480,288000.0,3,2.5,1370,9253,1.0,0,0,3,7,1090,280
1863900225,226450.0,3,1.75,1730,7200,1.5,0,0,4,6,1730,0
1787600224,390000.0,3,2.5,1640,6991,1.0,0,0,3,7,1110,530
323089134,350000.0,3,1.0,1300,10236,1.0,0,0,4,6,1300,0
7663700759,368000.0,3,1.5,1560,7884,1.0,0,0,3,7,1060,500
3856904970,469000.0,2,1.0,1120,4284,1.0,0,0,3,6,730,390
1126059007,865000.0,3,2.25,2670,150270,2.0,0,0,3,9,2670,0
2473002850,515000.0,5,2.5,3810,15916,1.5,0,0,5,8,3810,0
1112700130,410000.0,3,1.75,1440,8560,1.0,0,0,4,7,1440,0
121059007,210000.0,4,1.0,1200,43560,1.0,0,0,3,5,1200,0
2896600020,460000.0,3,1.75,1520,7700,1.0,0,0,3,7,820,700
9264900660,241500.0,4,2.5,2500,9654,1.0,0,0,3,8,1830,670
7754900280,322200.0,4,2.25,2010,19000,2.0,0,0,4,8,2010,0
9282801950,279000.0,4,1.0,1210,6000,1.5,0,2,3,7,1210,0
3123039063,303000.0,2,1.0,1100,27007,1.0,0,0,4,6,1100,0
2770606915,420000.0,3,1.5,1050,6615,1.0,0,0,4,6,800,250
5379804690,249000.0,3,1.75,2120,18335,1.0,0,0,3,7,1380,740
6855700080,294950.0,3,1.0,1240,8840,1.0,0,0,3,6,1240,0
3856900507,1315000.0,4,3.5,3460,3997,2.0,0,0,3,10,2560,900
3501600185,335000.0,3,1.75,1270,4800,1.0,0,0,3,7,1270,0
1068000235,1155000.0,4,2.25,2980,8051,1.5,0,2,4,10,2020,960
7519000585,520000.0,2,1.0,1250,3708,1.5,0,0,3,7,1250,0
1562200380,560000.0,4,1.75,1740,8800,1.0,0,0,4,8,1740,0
7523700305,243400.0,4,1.5,1730,7464,2.0,0,0,4,7,1730,0
8807810050,405000.0,3,2.0,1240,14404,1.0,0,0,3,7,1240,0
3699100130,495000.0,2,1.0,1670,14695,1.5,0,0,5,7,1670,0
2215901650,350000.0,4,2.5,2140,7095,2.0,0,0,3,8,2140,0
1099900020,368500.0,5,2.75,2530,7601,1.0,0,0,3,7,1520,1010
5128000010,99000.0,2,1.0,960,8236,1.0,0,0,2,6,960,0
3303980660,1070000.0,4,3.75,4130,12320,2.0,0,0,3,11,4130,0
1155640050,430000.0,4,1.75,1710,7724,1.0,0,0,3,8,1710,0
8087800020,412500.0,3,1.5,1490,8475,1.0,0,0,4,7,1490,0
3293200190,1122500.0,4,3.25,4750,62365,2.0,0,0,3,11,4750,0
1862000010,915000.0,4,2.5,3400,35062,2.0,0,0,4,11,3400,0
5711200170,535000.0,3,2.5,2210,7620,2.0,0,0,3,8,2210,0
8690800130,390000.0,3,1.5,1650,8676,1.0,0,0,4,8,1130,520
2768100545,499000.0,3,1.5,1260,3135,1.0,0,0,4,7,780,480
2596400050,375000.0,3,1.0,1960,7955,1.0,0,0,4,7,1260,700
2641400290,349000.0,4,2.5,1800,7620,2.0,0,0,3,8,1800,0
3210600010,635000.0,3,2.25,1940,7482,1.0,0,0,4,7,1240,700
8691370290,682000.0,4,2.75,2820,8009,2.0,0,0,3,9,2820,0
1790000080,321027.0,4,2.25,2820,16770,1.0,0,0,4,8,1920,900
7116000425,150000.0,2,1.0,720,4120,1.0,0,0,5,5,720,0
8143100500,410000.0,3,1.75,1640,17583,1.0,0,0,3,7,1110,530
3735900545,449950.0,3,2.0,1560,4080,2.0,0,0,3,7,1560,0
1443500305,194990.0,6,2.5,1560,7144,1.0,0,0,3,6,1060,500
3649100103,475000.0,4,1.75,1910,8775,1.0,0,0,3,7,1210,700
6746700605,530000.0,5,1.75,1570,3000,2.0,0,0,4,7,1570,0
7999950020,319950.0,4,2.5,2038,7643,2.0,0,0,3,8,2038,0
9211500010,210000.0,3,2.25,1720,9435,1.0,0,0,4,7,1220,500
1324300290,485000.0,3,2.75,1670,3330,1.5,0,0,4,7,1670,0
8691310380,774000.0,4,2.75,2830,10240,2.0,0,0,4,9,2830,0
4037400430,478000.0,4,2.0,1690,8208,1.0,0,0,4,7,1210,480
254000545,385000.0,4,2.5,1620,5280,2.0,0,0,4,7,1620,0
7214780020,595000.0,4,2.5,2360,43017,2.0,0,0,3,9,2360,0
114100314,285000.0,3,1.5,1480,7117,1.0,0,0,3,7,1170,310
3629930170,723000.0,4,2.5,2700,4004,2.0,0,0,3,9,2700,0
2946002140,279000.0,3,1.5,1780,16000,1.0,0,0,2,7,1240,540
1432400525,195000.0,3,1.5,1430,7560,1.0,0,0,5,6,1430,0
7011201470,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990
7697800170,270000.0,3,1.75,1800,9314,2.0,0,0,3,8,1800,0
8682291630,559000.0,2,2.0,1930,5520,1.0,0,0,3,8,1930,0
1775800420,474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630
2215901310,303500.0,4,2.5,1920,7345,2.0,0,0,3,8,1920,0
1440500020,350000.0,3,1.75,1470,8645,1.0,0,0,3,6,1470,0
6632900574,367500.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300
6632900574,595000.0,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300
7933510080,589000.0,3,2.0,2360,118483,1.0,0,0,3,8,2360,0
1926069063,585000.0,3,1.75,1790,87213,1.0,0,0,4,7,1790,0
973600020,482975.0,3,2.25,2130,8801,1.0,0,0,3,8,1370,760
9558010190,365500.0,4,2.5,2030,4499,2.0,0,0,3,8,2030,0
267010020,570000.0,4,2.0,1790,7800,1.0,0,0,5,8,1790,0
8097000170,335000.0,3,2.5,2260,8040,2.0,0,0,3,8,2260,0
9136100420,767500.0,4,2.0,2350,4815,1.5,0,0,4,7,1450,900
8929000280,386591.0,3,2.5,1690,1613,2.0,0,0,3,8,1150,540
7883603190,279000.0,3,1.0,1320,5750,1.5,0,0,3,7,1320,0
203600470,620000.0,4,2.5,2690,32780,2.0,0,0,3,9,2690,0
8643200020,407000.0,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100
322069153,364250.0,3,2.5,2280,213879,2.0,0,0,3,8,2280,0
2473450430,399000.0,4,2.5,2870,9292,2.0,0,0,3,8,2540,330
7574910780,766950.0,3,2.5,3030,30007,1.5,0,0,4,10,3030,0
3629980780,710000.0,4,2.75,2940,4232,2.0,0,0,3,9,2940,0
3332000091,320000.0,3,1.0,1190,4120,1.0,0,0,3,6,1190,0
3395041236,300000.0,3,2.5,1800,3253,2.0,0,0,3,7,1800,0
2310030500,263000.0,3,1.75,1580,9187,1.0,0,0,3,8,1180,400
8665050080,445000.0,3,2.5,1730,4408,2.0,0,0,3,8,1730,0
4037000840,554000.0,3,2.0,1910,9001,1.0,0,0,4,7,1910,0
2856101845,335000.0,2,1.75,1000,5100,1.0,0,0,3,6,940,60
8078550250,307000.0,4,2.75,2520,6964,1.0,0,0,4,7,1260,1260
1837000010,404000.0,3,1.0,1420,8160,1.0,0,0,3,7,970,450
8691390280,775000.0,4,3.5,3080,5250,2.0,0,0,3,9,3080,0
2372800050,220000.0,3,1.0,1060,9126,1.0,0,2,5,7,1060,0
6600250050,518000.0,4,2.5,2160,9750,2.0,0,0,3,8,2160,0
7215900020,1600000.0,4,3.5,4060,9486,2.0,0,0,3,10,4060,0
6450304600,315000.0,1,2.25,1940,2550,2.0,0,0,4,7,1100,840
2541100050,572650.0,4,2.5,2250,11349,2.0,0,0,3,8,2250,0
1853200080,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770
3058600050,285000.0,2,1.0,920,5850,1.0,0,0,4,6,920,0
3148750050,231000.0,3,2.5,1370,7247,2.0,0,0,3,7,1370,0
8651400680,179000.0,3,1.0,920,5200,1.0,0,0,4,6,920,0
4359100050,244000.0,3,1.5,1360,9625,1.0,0,0,3,7,1360,0
5379806185,185850.0,3,1.5,1630,11662,1.0,0,0,3,7,1630,0
1737300130,610000.0,6,2.5,3610,12033,2.0,0,0,3,8,3210,400
2781200010,419000.0,4,2.5,3010,9155,2.0,0,0,3,9,3010,0
269000221,779000.0,3,1.75,2320,6400,1.0,0,2,4,8,1420,900
6421100502,695000.0,5,3.0,3290,14134,1.0,0,0,3,7,1870,1420
4136900190,319900.0,3,2.5,2040,7580,2.0,0,2,3,8,2040,0
8731980680,329000.0,3,2.75,1920,7700,1.0,0,0,4,8,1320,600
2095800250,475226.0,3,2.5,2120,4512,2.0,0,0,3,8,2120,0
3629920630,638000.0,3,2.5,2170,5000,2.0,0,0,3,9,2170,0
6817800840,440000.0,2,1.5,1330,15873,1.0,0,0,3,7,900,430
7520000440,214000.0,3,2.0,1580,5080,1.0,0,0,4,6,800,780
587550470,600000.0,3,2.75,3580,14217,2.0,0,3,4,10,2210,1370
6851700381,935000.0,4,2.0,2580,4500,2.0,0,0,4,9,1850,730
4077800029,630000.0,4,1.75,1930,10210,1.5,0,2,3,8,1670,260
7202350480,575000.0,3,2.5,2120,4780,2.0,0,0,3,7,2120,0
1021079099,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580
6075000050,323000.0,4,1.75,1310,9690,1.0,0,0,4,7,1310,0
5467910020,425000.0,3,2.5,2670,13218,1.0,0,0,4,10,2670,0
322069109,411000.0,2,2.25,1910,108900,1.0,0,0,4,7,1010,900
8658300480,299800.0,4,1.5,1530,9000,1.0,0,0,4,6,1530,0
9187200285,823000.0,6,1.75,2920,5000,2.5,0,0,4,9,2780,140
3670500605,200000.0,3,1.0,1010,8108,1.0,0,0,3,7,1010,0
2141330050,760000.0,4,1.75,2450,13300,1.0,0,2,4,9,1630,820
3820350020,359950.0,4,2.5,1820,3899,2.0,0,0,3,7,1820,0
3291800780,375000.0,4,2.5,2090,8325,1.0,0,0,4,7,1470,620
2423069120,295000.0,2,1.75,2200,89298,1.0,0,0,3,7,1100,1100
6918100170,250000.0,4,3.0,2250,7882,2.0,0,0,3,8,1570,680
7169200221,497000.0,3,2.25,1450,1387,3.0,0,0,3,8,1450,0
3579000440,520000.0,4,2.5,2280,8798,2.0,0,0,4,8,2280,0
8860500130,365000.0,4,3.5,2720,6781,2.0,0,0,3,8,2100,620
1441800010,459900.0,3,2.25,2250,8000,1.0,0,0,3,8,1460,790
7129300595,158000.0,3,2.0,1090,6090,1.0,0,0,3,7,940,150
4322300010,294700.0,3,2.0,1970,9600,1.0,0,0,4,7,1300,670
7229800066,439950.0,4,2.25,2780,15075,2.0,0,0,3,7,2780,0
3625059071,899000.0,4,2.25,2290,40946,1.0,0,3,4,8,1550,740
9517200480,535000.0,3,1.75,2330,12141,1.0,0,0,3,7,1390,940
240000269,530000.0,4,4.5,4060,10800,2.0,0,0,3,10,4060,0
9835800840,215000.0,4,2.0,1470,7000,1.0,0,0,4,8,1470,0
8058500005,290000.0,2,1.0,1620,5400,1.0,0,0,3,6,920,700
2568200170,798000.0,5,2.75,3220,5934,2.0,0,0,3,9,3220,0
9545250010,785000.0,4,2.5,3270,9578,2.0,0,0,3,9,3270,0
4140090420,433000.0,3,1.75,2160,8565,1.0,0,0,3,8,1730,430
3334000050,425000.0,2,1.0,1150,6835,1.0,0,1,3,7,1010,140
5101404144,654000.0,4,2.5,2240,7540,1.0,0,0,3,8,1540,700
7338001190,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0
1865810290,232000.0,3,1.0,840,6540,1.0,0,0,3,6,840,0
2785000290,675000.0,3,1.75,1680,10500,1.0,0,0,4,8,1680,0
7955040080,665000.0,5,2.75,2330,8000,1.0,0,0,4,7,1550,780
5480900010,835000.0,4,2.5,3030,29163,2.0,0,0,3,10,3030,0
6362900080,525000.0,6,3.0,2880,7560,2.0,0,0,3,7,2880,0
4078300050,780000.0,3,2.75,2910,3094,2.0,0,2,5,7,2010,900
3528000545,844000.0,4,3.25,3090,67518,2.0,0,0,3,10,3090,0
710300010,680000.0,4,2.75,2720,54048,2.0,0,0,3,8,2720,0
3764800630,290000.0,3,1.5,1310,8100,1.0,0,0,3,7,1310,0
6383000825,560000.0,2,1.0,1790,15783,1.0,0,0,4,8,1360,430
9465900500,605500.0,3,2.5,2830,6536,2.0,0,0,3,9,2830,0
2568200290,762500.0,4,2.5,3150,5979,2.0,0,0,3,9,3150,0
3885808005,1740000.0,5,3.25,3930,5500,2.0,0,0,3,9,2910,1020
3723800086,665000.0,6,2.75,2840,8346,1.0,0,0,5,8,1420,1420
6840701150,540000.0,5,1.0,2480,4400,1.5,0,0,3,7,1640,840
7301300050,375000.0,3,2.5,1930,6180,1.0,0,0,3,7,1330,600
6381500635,342000.0,3,1.0,1260,6826,1.0,0,0,3,6,720,540
3980300020,340000.0,3,1.0,670,23522,1.0,0,0,4,6,670,0
1923000050,1250000.0,5,3.25,3930,12719,2.0,0,2,4,10,2540,1390
7215720250,693000.0,4,2.5,3160,13063,2.0,0,0,3,10,3160,0
3123049230,638500.0,4,1.75,1770,12462,1.0,0,2,4,8,1770,0
8163000020,805000.0,5,3.0,2240,18265,2.0,0,0,4,8,2240,0
7893808220,250000.0,3,1.0,990,8062,1.0,0,0,4,7,990,0
538000440,325000.0,3,2.5,1580,4698,2.0,0,0,3,7,1580,0
7883603390,270000.0,4,1.75,1560,4290,2.0,0,0,3,7,1560,0
7645900235,880000.0,6,2.5,2640,3680,2.0,0,0,5,8,1760,880
9232900050,300000.0,2,1.75,2120,6350,1.0,0,0,4,6,1440,680
7305300500,290000.0,2,1.0,1200,8750,1.0,0,0,3,6,1200,0
6065300840,2850000.0,4,4.0,5040,17208,1.0,0,0,5,10,2870,2170
7227500020,259950.0,3,1.0,1460,5825,1.0,0,0,5,5,1260,200
7237501190,1780000.0,4,3.25,4890,13402,2.0,0,0,3,13,4890,0
422000010,299950.0,3,1.0,1580,5250,1.0,0,0,5,7,1580,0
826069127,483000.0,3,2.25,2100,43560,1.0,0,0,4,8,1330,770
9413600420,890000.0,3,2.25,2060,8640,1.0,0,0,4,8,2060,0
9151600541,719000.0,3,2.5,1690,4500,1.5,0,1,4,8,1690,0
3423059153,785000.0,4,3.0,3370,100681,1.0,0,0,5,8,1920,1450
3630120190,660000.0,3,2.5,2330,3995,2.0,0,0,3,9,2330,0
2787320430,264000.0,4,1.75,1820,8118,1.0,0,0,4,7,1080,740
1672000170,575000.0,3,1.75,1890,11141,1.0,0,0,4,8,1890,0
2050000020,1215000.0,4,3.75,3820,53574,1.0,0,0,3,10,3820,0
3221079069,475000.0,3,2.5,2770,98881,2.0,0,0,3,9,2770,0
7501000080,845800.0,4,3.5,3020,12750,2.0,0,0,3,10,3020,0
3500100078,352500.0,3,1.75,1170,8182,1.0,0,0,3,7,1170,0
9493200010,347000.0,3,1.0,1270,8400,1.0,0,0,3,7,1270,0
3905081350,560000.0,4,2.75,1950,6192,2.0,0,0,3,8,1950,0
6061000010,323000.0,4,2.75,2230,50094,1.0,0,2,4,7,1330,900
7635801350,595000.0,3,1.75,2220,22081,1.5,0,0,4,7,2220,0
7806210380,257500.0,4,2.0,2060,6400,1.0,0,0,3,7,1170,890
7577700440,450000.0,3,1.0,1100,4600,1.0,0,0,3,7,1100,0
3876810190,410000.0,4,1.0,1140,7208,1.0,0,0,3,7,900,240
1224059049,810000.0,3,1.75,1980,13503,1.0,0,2,4,9,1320,660
3348401319,372500.0,5,3.0,2480,10090,1.0,0,0,3,7,1300,1180
5589300585,325000.0,3,1.0,1050,9083,1.0,0,0,3,7,1050,0
3293700221,280000.0,3,1.0,1260,7660,1.0,0,0,3,6,1260,0
2013300050,258000.0,3,2.0,1680,19978,1.0,0,0,3,6,880,800
408100050,329950.0,4,1.0,1360,5900,1.5,0,0,4,7,1360,0
4178300080,836000.0,4,2.5,2450,12987,1.0,0,0,4,9,2030,420
2310040020,365000.0,5,2.5,2260,7040,2.0,0,0,3,8,2260,0
8698100170,111300.0,2,1.0,1060,6000,1.0,0,0,4,5,1060,0
1330910280,864000.0,4,2.5,3720,105850,2.0,0,0,4,10,3720,0
9413600670,725000.0,3,1.75,1610,8613,1.0,0,0,5,7,1610,0
3825500020,550000.0,4,2.5,3350,6605,2.0,0,0,3,8,2670,680
2500600289,130000.0,2,1.0,790,7500,1.0,0,0,3,7,790,0
4385701440,765000.0,2,1.75,1660,4000,1.0,0,0,3,7,990,670
8645501330,255000.0,3,1.5,1420,7480,1.0,0,0,4,7,1420,0
2323069073,439500.0,3,2.5,2050,40003,1.0,0,0,4,8,1570,480
2475200080,268000.0,3,1.75,1250,5546,1.0,0,0,4,7,1250,0
9533600185,985000.0,3,1.75,1700,8534,1.0,0,0,4,7,1700,0
4139440460,751305.0,4,2.5,2660,8469,2.0,0,0,3,10,2660,0
1443500725,280000.0,3,1.0,1350,7553,1.5,0,0,3,6,1350,0
984000780,304000.0,4,2.0,1810,8750,1.0,0,0,2,7,1110,700
7575610170,200000.0,4,2.75,2210,13235,2.0,0,0,3,8,1730,480
2025800080,325000.0,3,1.5,2120,41325,1.0,0,0,4,7,1420,700
1425059180,736000.0,3,2.25,2470,11603,2.0,0,2,3,8,1540,930
1310440280,426500.0,4,2.5,2700,6515,2.0,0,0,3,9,2700,0
2264500425,640000.0,2,1.75,1760,4400,1.0,0,0,4,7,880,880
1721800470,230000.0,5,2.0,1930,6120,1.5,0,0,3,6,1930,0
2589300170,366350.0,4,1.0,1680,5043,1.5,0,0,4,6,1680,0
2338800161,365000.0,2,1.0,1390,8336,1.0,0,0,4,6,910,480
855700170,482000.0,4,2.25,2240,8322,2.0,0,0,3,8,2240,0
1431700250,345000.0,4,1.0,1980,7991,1.5,0,0,3,7,1980,0
7942601410,682000.0,3,1.75,1830,5120,1.5,0,2,5,8,1830,0
4151800420,657500.0,3,1.75,980,6002,1.0,0,0,4,6,980,0
5700003280,895000.0,6,2.5,3550,6533,2.0,0,0,3,8,3550,0
1105000780,425000.0,3,1.5,1660,5665,1.0,0,0,5,7,920,740
4046400440,532500.0,4,2.5,2490,8750,2.0,0,0,3,8,2040,450
1089700010,540000.0,4,2.5,2329,9436,2.0,0,0,3,9,2329,0
2600040130,578000.0,3,2.25,1790,9580,2.0,0,0,3,8,1790,0
8121100715,1086000.0,3,3.0,2830,6041,2.0,0,3,3,8,1840,990
1771000440,322500.0,3,1.0,1160,9750,1.0,0,0,3,7,1160,0
7875200005,140000.0,3,1.0,1000,10560,1.0,0,0,3,7,1000,0
1822069109,485000.0,3,2.5,2540,51836,1.0,0,0,4,8,1820,720
9283800050,575000.0,2,1.5,1750,19709,1.5,0,0,4,8,1440,310
238000244,421000.0,3,2.5,2890,21780,2.0,0,0,3,8,2890,0
7972600430,355000.0,4,2.0,1870,3497,1.0,0,0,3,7,1200,670
6204200470,515000.0,4,2.25,2200,6967,2.0,0,0,3,8,2200,0
123039420,309000.0,3,1.0,1300,7200,1.0,0,0,4,7,1300,0
1525059215,815000.0,5,2.25,3410,35536,2.0,0,0,3,10,2530,880
1787600094,285000.0,3,1.0,1160,7875,1.0,0,0,3,7,1160,0
2877101100,700000.0,3,1.75,2100,5000,1.5,0,0,3,8,2100,0
9406550050,289000.0,3,2.5,1490,8628,2.0,0,0,3,7,1490,0
826069016,458000.0,4,3.0,3280,62726,1.5,0,0,3,7,3280,0
8732030080,230000.0,3,1.75,1450,8378,1.0,0,0,4,8,1450,0
2231000020,432500.0,3,2.5,1930,7120,1.0,0,0,4,7,1420,510
9407000840,288000.0,3,1.75,1660,10440,1.0,0,0,3,7,1040,620
1775800290,354000.0,3,1.75,1260,12330,1.0,0,0,3,7,1260,0
3821200050,119500.0,3,1.0,1170,11000,1.0,0,0,2,6,1170,0
3224510080,805000.0,4,3.0,3350,23781,1.0,0,0,4,9,2020,1330
3626039415,435000.0,3,2.5,1420,2581,3.0,0,0,3,7,1420,0
9262800294,260000.0,3,1.75,2170,10018,1.0,0,0,4,7,1630,540
127100005,377000.0,4,1.75,1800,8385,1.0,0,0,5,6,900,900
3905040170,602000.0,4,2.5,2000,7376,2.0,0,0,3,8,2000,0
148000680,530000.0,3,1.75,1660,4800,1.0,0,0,3,7,960,700
458000235,525000.0,4,2.0,1540,3740,1.0,0,0,4,7,770,770
1445200050,250000.0,2,1.5,1160,1086,2.0,0,0,3,7,890,270
7950300005,681000.0,3,1.0,1700,6356,1.5,0,0,3,7,1700,0
2726049169,625000.0,3,1.75,1580,20588,1.0,0,0,3,8,1580,0
8944550050,448500.0,3,2.5,2080,3920,2.0,0,0,3,8,2080,0
623049341,260000.0,3,2.0,1030,7260,1.0,0,0,3,6,1030,0
7922900380,538000.0,3,1.75,1770,8050,1.0,0,0,4,7,1020,750
2248000080,385500.0,3,2.0,1540,7947,1.0,0,0,3,7,1120,420
9406540050,428400.0,4,2.5,2650,6000,2.0,0,0,3,9,2650,0
5416100190,346290.0,4,2.75,2690,9240,2.0,0,0,3,8,2690,0
7215720680,587000.0,4,2.75,2210,8430,2.0,0,0,3,9,2210,0
4307330280,355000.0,4,2.5,2390,6775,2.0,0,0,3,7,2390,0
1562000050,650000.0,5,2.75,2580,7865,1.0,0,0,4,8,1480,1100
4307320280,340000.0,4,2.5,2160,5455,2.0,0,0,3,7,2160,0
569000050,565000.0,4,2.5,2230,8624,1.0,0,0,4,8,1430,800
5700000595,630000.0,4,2.0,2000,5000,1.5,0,0,5,7,2000,0
8029200190,227000.0,3,1.0,1280,7198,1.0,0,0,5,6,1280,0
2896000680,600000.0,4,2.75,2810,17674,1.0,0,0,4,8,1640,1170
